text,label
Verhandlungen unter UN-Vermittlung sollen im April weitergehen,2
Dunja Hayali muss in sozialen Netzwerken Beleidigungen und Bedrohungen einstecken,6
Mediensprecher Brosz: Treffen mit Unternehmen nicht zufriedenstellend verlaufen,0
Schäden an Tunneldecke führen zu enormen Staus,1
Über 2,0
'Bisher teilte Andreas Babler vor allem aus,5
Dritte Ehe für estnisches Staatsoberhaupt,2
Partei könnte politischen Konflikt im Land weiter verschärfen,2
Strobls Erfolgsprämie soll Richtung 40,6
Forscher entdecken ähnliche Wirkungsweise wie bei Marihuana-Konsum,7
Zwei Millionen mehr als vor einem Jahr,6
"Rückendeckung für Doskozil ""als oberster Befehlshaber""",5
Bordcomputer meldete Feuer in Triebwerk,1
Neues Landesgesetz beschränkt Haftungen für Heta,3
Zwei Ex-Bürgermeister und zwei hochrangige Gemeindebedienstete in Leoben angeklagt,5
"Einkaufszentrum im Wert von 60 Millionen Euro ""beschlagnahmt""",1
New York und Zürich sind die teuersten Städte der Welt,3
Stadtpolitik einigte sich auf Prüfung einer Wiederaufstellung,1
"Aus Unternehmenssicht ""guter Moment""",3
Entwickler hat auch einen Multiplayer-Modus und neue Spielinhalte angekündigt,0
Flüchtlinge profitierten von Ebbe,1
"Schweizer Riesen in TV, Telekommunikation und Verlagen legen Werbevermarktung zusammen",6
Muss sich für Fall von 2004 verantworten,1
"Unternehmen zielt auf Geschäftskunden, die auch Support von Dell wollen",0
"Peter Moore glaubt daran, dass Hardwareplattformen überflüssig werden",0
Slaloms der Damen und Herren mussten abgesagt werden,4
Nullnummer im Ländle zum Abschied von Paul Gludovatz,4
Notenbanker: S&P-Entscheidung basiert auf Mangel an Information,3
Die weltweite Schuldenorgie stellt ein gewaltiges Risiko dar,3
Nach Zunahme an Drogendelikten: Polizei will Minderjährige schützen,1
Parteien-Transparenz-Senat verhängt Strafe für zu hohe Wahlkampfausgaben,5
Schuldenlast durch Übernahmekosten soll gesenkt werden,3
Brandstetter-Entwurf macht auch Kürzung von Dauer und Abgeltung rückgängig,5
Zwei Drittel der illegal gelagerten Reifenberge bei Brand vernichtet,1
47-jährige Dramaturgin folgt auf Bettina Hering,8
Entschädigungsklage richtet sich auch gegen Dr,1
Urteil gegen 30-jährigen rechtskräftig,0
Mehrheit der Befragten sieht keinerlei Vorteile durch Zuwanderung,1
Absolute Mehrheit für prokurdische HDP in der Schweiz,2
Verwaltungsrat soll zwischen Mittwoch und Freitag zu mehreren Treffen zusammenkommen,0
Lucia Plank vermisst unseren Planeten mithilfe Schwarzer Löcher,7
Soll Anfang Oktober bei Treffen in Brüssel beschlossen werden,2
"Japanischer Gamer will Spielstand von ""Umihara Kawase"" retten",0
"Südkoreaner gewinnt die vierte Partie, Gesamtsieg allerdings schon entschieden",0
Treffen möglicherweise am 23,2
Türkischer Regierungschef reagiert auf Autonomieforderung,2
Falsch geschrieben (kohl2016,5
Hersteller müssen Finanzberatern zufolge mit spürbaren Gewinneinbußen rechnen,3
Abgaben auf Kostenersätze entfallen künftig,3
"Die ""Washington Post"" kürte die ""meistgehassten Personen"" des Internets",0
Mit dem Börsengang ist der Sportwagenbauer auf Schleuderkurs geraten,3
100,4
Schottische Regierungschefin Nicola Sturgeon unter den Teilnehmern,2
Im November wurden gut 12,3
Die Wirtschaftskrise hat in Spanien tiefe Spuren hinterlassen,2
"Landtagsparteien, Neos und ""Die Christen"" Fixstarter für den Landtag",5
Größter Protest der Opposition seit einem Jahrzehnt,2
Belgischer ManCity-Spieler erlitt Knöchel- und Knieverletzungen,4
Aber Haltung Kroatiens offenbar unverändert,2
Ärztlicher Direktor war seit 1986 in der Wiener Gebietskrankenkasse,1
Bei einer leichten Sturmflut wurde der Fischmarkt in St,1
Front-National-Gründer soll Vermögen vor Fiskus versteckt haben,2
"Italienische, deutsche und irische Schiffe an Rettungsaktionen beteiligt",1
"""Genf 3""-Konferenz noch im Jänner – Keine einheitliche Oppositionsdelegation",2
Der Komponist feiert am 25,8
Das Hochhaus wurde evakuiert,1
Übergangsregierung ist Voraussetzung für Parlamentswahl im Herbst,2
Britische Behörden stärken aber Undercover-Einsatz gegen geflohenen Wikileaks-Gründer,0
Händler monieren hohe Kosten durch wenig Wettbewerb,3
Neue Billigtochter der AUA-Mutter Lufthansa löst Germanwings ab,3
Syrerin im Rücken getroffen,1
Burgenländer scheitert in Entscheidung,4
Das neue Prostitutionsgesetz muss nochmals in Senat,1
16 Unternehmen beantragten Projekte für insgesamt 86 Mio,0
Als Strafe drohen zwei Jahre Haft und 300,0
Aufbrausende Getränke und glückliche Fernsehköche,3
Capitals siegten in Dornbirn,4
Mini-Bus mit Portugiesen an Bord kollidiert mit Lkw Paris,1
Verteidigungsminister dementiert Angaben eines Kommandanten – Politischer Machtkampf möglich,2
Pflanzen gewinnen Energie aus dem Licht der Sonne,7
MIT-Forscher nahmen die Käferschnecke Acanthopleura granulata unter die Lupe,7
"Urheberrecht erlischt Ende des Jahres, Arte-Dokumentation um 20",6
Neue Version reicht fehlende Drag-and-Drop-Funktionalität im Vergleich zu X,0
Wagen fahren noch keine Gewinne ein,0
"Michael Schickhofer wurde mit 94,8 Prozent zum neuen SPÖ-Landesvorsitzenden gewählt",5
EU verlängert Russland-Sanktionen,2
"Offizielle Zahlen deuten auf leichtes Wachstum hin, dennoch weit abgeschlagen",0
"Free Jazz mit Fäusten, Punk im Smoking",8
Materialforscher brechen mit Diamantpresszelle Bindung von molekularem Wasserstoff auf,7
Neues Tennisspiel für Wii U erscheint im November,0
Viele Medikamente dienen der Freiheitsbeschränkung,1
Innsbrucker Bischof kehrt in seine Heimat zurück,5
5,5
Die Vorfahren der Aborigines haben vor 50,7
Enthüllungsplattform veröffentlichte 60,2
Regierung informierte Europarat über Aussetzung,2
Zwei Verdächtige identifiziert,2
2:2 im NHL-Halbfinale – Lightning mussten trotz 4:0-Führung noch zittern,4
Auch erster Schnee in Salzburg,1
"Wieder an Schulter operiert, Pause damit um zweieinhalb Monate verlängert",4
Seit Beginn des Bürgerkriegs erst etwa 1,1
"Die ""National Coalition for Men"" führt Prozesse wegen Diskriminierung",0
Reaktion auf Facebook-Eintrag des FPÖ-Chefs nach Amokfahrt in Graz,5
Kämpfe in Grenzprovinz Daraa,2
"Der Kobza-Werbeholding-Manager über Expansionspläne, seinen Silicon-Valley-Club und Glück mit ORF-Redakteuren",6
"Wieder Beschädigung durch Säure, Fälle in Graz bleiben unaufgeklärt",1
Das Imageproblem Österreichs wird nicht kleiner,3
Unruhen nach Erschießung eines 17-jährigen brachten Bürgermeister in Zugzwang,1
Im Schnitt entspricht mehr als drei Attacken pro Tag,1
Eine Studie belegt erneut die schauderhaften Gräueltaten in heimischen Kinderheimen,5
Politologe fordert Schmerzensgeld wegen Äußerungen des türkischen Präsidenten,2
Fleisch ist aus dem Speiseplan vieler nicht wegzudenken,1
Das Wasserkraftwerk Rosenburg soll ausgebaut werden,1
Weg zur U-Bahn abgekürzt - Absperrung überwunden,0
Soll Open-Source-Engagement des Windows-Herstellers im Rahmen der Cloud-Abteilung stärken,0
Wir sind Mitte 40 und wandern durch das bildschöne Mystery-Adventure,0
Goldtor von Lewandowski gegen Madrid sichert Münchnern Titel,4
LG-Manager sollte sich in Südkorea vor Gericht verantworten,0
"Wehrhaft sein, niemals Schlachtvieh sein, einfach dada sein",8
Vorwürfe wegen angeblicher Entwicklungsfehler,3
"Der Sender plant weiterhin mit dem ""Neo Magazin Royale""",6
96:88 gegen Oklahoma City Thunder im entscheidenden Spiel,4
"7,44 Millionen Albumverkäufe in nur 42 Tagen",8
Um über 500,1
Fahrerpaarung mit Mexikaner Sergio Perez bleibt gleich,4
Vanek unterliegt mit Minnesota Wild den New Jersey Devils,4
Die Grünen wollen ihre Ressorts Planung und Verkehr behalten,5
'Fimbag-Chef Wala sowie Ex-Hypo-Wirtschaftsprüfer und -Aufsichtsratschef Moser beschrieben ihre Arbeits(auffassung),3
Damen und Herren setzten sich in Amsterdamer Finalspielen durch,4
Erstes Gerät für 1,0
"US-Behörden prüfen 14 neue Fälle, darunter mehrere schwangere Frauen",1
Video von Vorgehen gegen schwarze Jugendliche erregte Entsetzen,1
Ein 27-Jähriger attackierte Flüchtlinge und Passanten,1
Wegen schwerer Korruptionsvorwürfe gegen Spitzenpolitiker und -beamte,2
Privatangestellten-Gewerkschaft weist Zeitvorgaben an Sozialpartner zurück,3
'Hermann F,7
Kind erlitt mehrere Knochenbrüche,1
Wegen Korruptionsverdachts gegen Premierminister Strelet,2
Kleinanzeigenportal-Betreiber will mit frischem Geld Verschuldung abbauen,0
Aktivisten warfen Huthi-Verbündeten wahllose Bombardierung in Hafenstadt vor,2
"Rosberg schafft Hattrick, Hamiltons Pechsträhne geht weiter",4
Abozahlen erreichen Tiefpunkt – Gesamtumsätze weiterhin am Steigen,0
"In Kalifornien nichts zu verteidigen, in Miami ein Viertelfinale",4
Aufenthaltsdauer von vier bis sechs Monaten – Benefizlauf bringt 12,4
Sitznachbarin glaubte auf Handy Nachrichten mit IS-Bezug zu erkennen,1
Am 9,5
Der Braugigant setzt sich im Milliardenpoker durch,3
Abstimmung soll im Juni stattfinden,2
Trotz steigender Gewinne bleiben die Kapitalpolster heimischer Banken vergleichsweise schwach,3
Prägte unverkennbaren Grundton des Artemis Quartetts mit,8
Es geht nicht mehr nur um Griechenland,3
"Aktualisierungen künftig automatisch, nur Unternehmen können verschieben",0
Die Mandatsverteilung und der Koalitionsrechner zur Wien-Wahl,5
32 Menschen bei Anschlägen ermordet,2
Anträge mancher Bewerber sollen binnen weniger Wochen bearbeitet werden,1
Männer sollen Gründung von Kalifat geplant haben,2
Mobilfunker hat die Zuteilung von Bandbreiten unter Kunden neu geregelt,0
Erotikversand hat einen harten Sparkurs hinter sich,3
Debütant Miedler zwingt Gulbis immerhin in einen dritten Satz,4
"""Ich bin bereit, mein Präsidentenflugzeug nach Russland zu schicken""",2
US-Außenministerium berichtet von Beinbruch,2
Das EU-Patentamt genehmigte ein Patent auf konventionelle Gemüsezüchtungen,3
Besondere Marketingaktionen angekündigt,3
Im Welthockey weckt der Name Stanzl Begehrlichkeiten,4
Den mit 10,6
'Die Senkung der Bankensteuer dürfte Realität werden,3
Skitourengeher kam bei Bergtour in der Hohen Tatra ums Leben,1
Europas zweitgrößte Billig-Airline bestätigt den Branchentrend,3
Am Sonntag geht der Wiener Hauptbahnhof in Vollbetrieb,1
Er hat als Rad- und als Mountainbikeprofi gute Geschichten geschrieben,4
Forcher von GPA-djp Salzburg zeigte sich erleichtert,6
Zwei FPÖ-Sympathisanten sitzen wegen Postings im Internet vor Gericht,1
Ecuadorianischer Verkehrspolizist befreite Dschungeltier aus misslicher Lage,0
Neuauflage mit weiblichem Geisterjäger-Team,8
Außenamt: Beurteilung durch UN-Arbeitsgruppe entspricht nicht den Tatsachen,0
Österreich erkannte frühere serbische Provinz bereits 2008 an,2
'Giuseppe Verdis Oper wurde dank Anja Harteros zur Sensation,8
Dritter Platz in Mannschafts-Konkurrenz für ÖSV-Quartett,4
Computeruhr soll auch in hauseigenen Geschäften verkauft werden,0
Ergebnis weist aber auch auf mangelnde Wirtschaftskompetenz hin,5
Firmen wie Mercedes und Debitel ausgespäht,2
"Staatliche Überwachungssoftware soll auch ""extern"" installiert werden können",0
'Geschäftsführung schloss zwischen 2006 und 2008 risikoreiche Derivativgeschäfte ab,5
Ömer G,1
Auch 26 unbegleitete Minderjährige erreichten Palermo,1
"Einwanderung derzeit ""zu einfach"" – Kritik im Europaparlament an Aussagen",1
Masken müssen beim Zutritt vorübergehend abgenommen werden,1
Lediglich 20 Prozent erwarten persönliche Entlastung,5
Warum Österreichs Kultkicker endlich alles im Griff hat,4
Dilma Rousseff soll Wahlkampf 2014 illegal mit Spenden finanziert haben,2
"An der Anästhesie herrscht Personalmangel, zwei Operationssäle sind geschlossen",5
"""New York Times"" berichtete unter Berufung auf ehemalige Geheimdienstbeamte",2
Das chinesische Hacker-Team Pangu demonstrierte Hack bei Sicherheitskonferenz,0
A1 TV als Mittelding zwischen Internet und Kabel,6
'Nach Muslimbrüder-Entmachtung vertritt nur die konservative Al-Nur-Partei den politischen Islam,2
Heraf-Team musste sich gegen Portugal mit 0:5 geschlagen geben,4
Niko Formanek sah sich nach Recherchen zu elf Anzeigen veranlasst,4
25-Jähriger wollte TV-Sender mit Sprengstoffgürtel-Attrappe zu Bericht zwingen,1
Justizminister Maas: Gemeinsame Arbeitsgruppe mit Google und Facebook,0
Kommission legte Anpassung fest,5
Heute um 16,7
"""Österreichisch-arabisches Kulturzentrum"" kündigt Vortrag von Leila Khaled an",2
Ein 45-Jähriger hat 2006 Antisemitisches und NS-Verherrlichendes gepostet,1
Am späten Abend wird noch ein Zug erwartet,1
'Türkei soll Flüchtlinge aus Griechenland zurücknehmen – gegen weitreichende Zugeständnisse,1
Ein Bildungsanwalt soll die Wiener Modellregion zur gemeinsamen Schule vorbereiten,5
"Abstimmung in Fraktion am Mittwoch, am Donnerstag im Plenum",2
NYTimes,6
Bilder zeigen Atmosphäre des Zwergplaneten im Gegenlicht und schroffe Eisberge,7
"Teenager wurden verdächtigt, Drogen konsumiert zu haben",2
Mitarbeiter in Asylunterkünften klagen über unsichere Situationen,1
Polizei durchsucht erneut Häuser in Problemviertel Molenbeek,2
V-Mann soll Al-Kaida Geld übergeben haben,2
Zwei Verletzte - Motiv unklar,1
Auseinandersetzung um Markenrechte,3
"Burgenländer: ""Gute Ausgangsposition für letzte Runde""",4
"'Strengere Sicherheitskontrollen, Schweigeminute und Marseillaise in der Premier League",4
Stattdessen soll eine Vertrauensperson eingesetzt werden,0
'Erstes Großquartier des Landes eröffnet Ende März,1
Tomlinson verschickte 1971 die erste E-Mail in einem Netzwerk,0
Steht ab 4,6
Charity-Lauf in 33 Ländern mit über 130,4
Insider:  Entscheidung könnte schon im Mai vom EZB-Rat gefällt werden,3
Burgenländer beenden mit einem 2:1-Auswärtssieg gegen Altach ihre Negativserie,4
Google hat seinen zweiten jährlichen Sicherheitsreport für Android veröffentlicht,0
"""Countering Violent Extremist Task Force"" soll Terroristen im WWW bekämpfen",0
US-Außenminister sieht günstigste Ausgangslage seit langem,2
Petition im Nationalrat geplant,5
"""Vielfalt ist für den MI5 lebenswichtig""",1
Gerichtsmedizinisches Gutachten: Konsumation am Tag der Fahrt aber nicht feststellbar,1
"Die Onlineredaktion droht zum Jubiläum mit Arbeitsniederlegung, Bezahlschranke ab Herbst",6
Der Erfolgsfilm aus Island erzählt ernsthaft-skurril von wehrhaften Schafzüchtern,8
'Das Theater im Krastal mit Samuel Beckett und Peter Handke,8
'Bauernschaft und Wirtschaft mauern gegen eine Senkung der Emissionshöchstgrenzen,3
Entwickler: Schlüssel zum Erfolg war Gratisvertrieb über Playstation Plus,0
Um Vorwurf der politischen motivierten Manipulation zu begegnen,0
Julia Klöckner für Asylkontingente und Zentren an Grenze zu Österreich,1
NFL-Teameigner stimmten dem Plan zu,4
Penisring in Mistkübel begann zu ticken und zu summen,1
Regionalregierung will Gerichtsurteil ignorieren,2
Am 21,1
Kommentare sollen schneller gelöscht werden,0
Soll vor allem im Geschäftsbereich zum Einsatz kommen,0
Capitals gehen in Finnland bei Kärpät Oulu mit 0:4 unter,4
Kiewer Wahlkommission legt Urnengang am 15,2
Pläne für ein Spitzensportzentrum in Wien kursieren seit zwei Jahren,1
Ausschüsse werden aufgestockt – Auch im Hypo-U-Ausschuss bleibt alles gleich,5
"Das Ansinnen, Spenden für Flüchtlinge von Förderungen abzuziehen, ist perfide",1
Neue Serie kein klassisches Point-and-Click-Spiel mehr,0
Separatistische Serben-Partei hatte Postkarten verteilt,2
Befragung von Berlin beginnt am Mittwoch um 12,3
"Bringt ""Weisungsrat"" statt ""Weisenrat"" - Weniger Berichtspflichten für die Staatsanwälte",5
"Patentantrag zeigt, wie Apple die klassischen mechanischen Tasten ersetzen will",0
ESA erteilt Auftrag an Airbus-Konsortium – Erstflug 2020 geplant,7
Berta Caceres war Anfang März in ihrem Haus erschossen worden,2
Unterschiedliche Auffassungen zu konkreten Maßnahmen – Kaiser: Kriegsflüchtlinge weiter aufnehmen,1
Mann soll Informationen über Streitkräfte gesammelt haben,2
Abstiegskandidat rüstet auf: Einigung mit Vereinen erzielt,4
Soll Privatpatienten-Honorare nicht ordnungsgemäß abgerechnet haben – Schaden 700,1
Öffentliche Dienstleistungen müssen ausgeklammert werden,3
Schlagkraft gegen IS wird verdreifacht,2
"Ideen, um gegen die Rekordarbeitslosigkeit anzukämpfen, gibt es viele",3
Nachrichten-App nach drei Jahren an Finanzierung gescheitert,6
Familie Schmid aus Baden-Württemberg bekommt monatlich 1,3
Bericht: Ehemaliger Mitarbeiter hat ihn mit Aussagen zu Schmiergeldzahlungen belastet,3
Neue Staffel soll im Jänner in den USA anlaufen,6
Bahn hat 600 Wagen im Fuhrpark,3
Ein US-Professor will den Preis im Namen Satoshi Nakamotos akzeptieren,0
Auch am Mittwoch bleibt die Börse zu,3
Berliner feierte den Tod des dreijährigen Aylan,0
Peter Dahlin sei bereits auf dem Weg nach Hause,2
Vorwurf: 150,5
Nummer zwei des Turniers scheitert an der Belgierin Flipkens,4
Flughafen Heathrow strich vorsorglich 45 Flüge,1
Das Opfer hatte den Täter in der Schnellbahn kennengelernt,1
Erik Hamren setzt gegen Österreich auf ein gepflegtes 4-4-2-System,4
"Spielte in TV-Serien und Filmen wie ""Spaceballs""",8
Vorliegende Röntgenaufnahmen von schlechter Qualität,1
Teheran will Aufhebung aller UN-Sanktionen,2
Das Format der unmoderierten Konfrontation war am Scheitern nicht schuld,6
Sieg an Norweger Krog – Vier ÖSV-Athleten in Top Ten,4
Trotz heimischen Shitstorms expandiert das Halal-Geschäft,3
Ex-Außenministerin bei Bewerbung um Präsidentschaftskandidatur der Demokraten weiter im Aufwind,2
Von Waidhofen a,5
Deutliches Upgrade für Bildschirm des All-in-One-Rechners – Preissteigerung erwartet,0
"Niedermühlbichler: Vorschlag des Innenministeriums ""inakzeptabel""",1
Erstes Heimspiel am 6,4
"Angebot erreicht neuen Meilenstein, Linux bleibt allerdings ungeliebt bei Steam-Nutzern",0
'Ein Gesetzesentwurf des Bildungsministeriums sieht die Abschaffung der Ziffernnoten vor,5
Unbürokratische Lösung angestrebt,3
Die hochgejubelte deutsche Band tourt diese Woche durch Österreich,8
Hersteller Diageo verzichtet auf tierisches Filtermittel,3
"Branchenseite ""Re/code"": Identitätsstiftende Beschränkung könnte laut internen Überlegungen fallen",0
Am Wochenende beginnen die Salzburger Festspiele,8
Von der Zigarette loszukommen ist oft ein schwieriges Unterfangen,1
Kanzler und Vizekanzler treten nach dem Ministerrat vor die Medien,5
Kroatien kommt mittelfristig doppelt unter Druck,1
Politisches Tauziehen verantwortlich,3
"Präsident der Akademie der Wissenschaften: ""Es kann so nicht weitergehen""",5
'Verdächtiger Algerier aus Nordrhein-Westfalen soll auch Kontakte zum IS haben,2
Golden State auch nach 16,4
US-Fernsehstar:  Mutmaßliches Opfer soll gegen  Schweigeklausel verstoßen haben,1
"Ermittlungen nach Verbotsgesetz, Waffengesetz und wegen schwerer Nötigung und Körperverletzung",5
"Frau starb in israelischer Klinik, Mann in Bukarest",1
Granaten schlugen in der Nähe der Universität ein,2
"Band bezeichnet ""The Hit & Run Album"" als ""super experimentell""",8
IS-Terroristen bekennen sich zu Anschlag mit vier Toten in Sanaa,2
Unternehmen rät zu Umstieg auf HTML5,0
"Kein Gegenkandidat – Reformprozess ""Neustart"" nach Wahlverlusten ausgerufen",5
Gefechte nahe Deir ez-Zor – Hilfslieferungen für vier belagerte Städte,2
"Republikanischer Präsidentschaftsbewerber: ""Sehe nach Super Tuesday keinen politischen Weg""",2
Jugendsprecher Julian Schmid sieht nach Befragung von 8,5
44,4
"Front-National-Gründer hatte Gaskammern als ""Detail"" der Geschichte bezeichnet",2
Bauern steigen wieder mal auf die Barrikaden,3
Basiert auf Googles Chromium-Projekt und soll mit Funktionsvielfalt punkten,0
Ex-IS-Kämpfer sollten gehört werden und als Abschreckung dienen,2
"""Zeit"": Als Kompensation für Nutzung von Spionagesoftware XKeyScore",0
"Denzel verkaufte zuletzt weniger, dafür teurere Autos",3
'Bereits 77 Prozent aller US-Amerikaner nutzen ein Smartphone,0
Das Kompetenzzentrumsprogramm wird nach einer Wirkungsevaluierung einem Redesign unterzogen,7
Jahresvergleich zeigt günstigere Tarife dank neuer Anbieter,0
Größte Übung der Allianz seit 13 Jahren,2
Uno-Generalsekretär traf Palästinenserpräsident Abbas,2
"2,25 Millionen Stück anfällig für Überhitzung und Stromschlag",0
Bärin Er Shun bringt in Toronto zwei Jungtiere zur Welt,1
Sieben-Zoll-Bildschirm kostet 60 Dollar – ebnet Weg für Eigenbau-Tablets,0
"""Science Talk"" über ""Invasion der Drohnen",0
Unter beinahe 150 Todesfällen seit Jänner auch zwölf Kinder,2
Der britische Premier stellt vier Hauptforderungen an die Europäische Union,2
Zur Verringerung des Risikos einer Abhörung,2
6:1-Sieg im entscheidenden siebenten Spiel in Dallas,4
"Öllinger: Einfluss der ""Burschis"" innerhalb der FPÖ stark wie nie",5
Street Workout ist Fitnesstraining in öffentlichen Parkanlagen,4
"Joachim Innerhofers und Sabine Mayrs Buch ""Mörderische Heimat""",7
Bankchefs kommen einer Abberufung durch die Aufsicht meist zuvor,3
Vorwurf lässt sich laut Bundesanwaltschaft nicht gerichtsfest beweisen,0
Beteiligung möglicherweise unter der 30-Prozent-Hürde,2
Weitere 1,1
Regimekritikerin wurde vor Obamas Besuch festgenommen,2
Soziale Netzwerke werden mit einer Vielzahl von Hoaxes überschwemmt,0
"Deutsche Verbraucherzentralen reichen Anzeige gegen ""inakzeptable"" Praxis von Microsoft ein",0
Kampf soll sich auf Provinz Hassaka im Nordosten konzentrieren,2
Regierungswechsel zu Schwarz-Blau schließt ÖVP-Klubchef Lopatka aus,5
Rechtsradikaler Chemiker wollte mit Bombenattacke Revolution auslösen,2
Wegen mehrerer ethischer Vergehen,4
Schulverwaltungsreform ist ein hartes Geschäft – für Bund und Länder,5
Erfolg gegen Extremisten aufgebauscht – Pentagon ermittelt,2
Bei Intelligenztests kommen Testpersonen auf immer mehr Punkte,7
Neuregelung seit 1,5
Einige US-Regierungsinstitutionen haben offenbar auf Lösungen von Juniper gesetzt,0
Die steigende Ungleichheit hält Alan J,3
"Terrorgefahr aber weiterhin ""abstrakt vorhanden""",2
"Seniorenbund-Obmann lobt Steuerreform, kritisiert aber ""Gesprächsverweigerung"" des Kanzlers",5
Laut Kaspersky-Statistik vor Singapur und Türkei,0
'Manning brach bei Denver-Heimniederlage NFL-Rekord für Pass-Yards,4
"Regierung gestattet nur Sonderermittler Zugang, dagegen protestiert die Opposition",2
Gruppe möglicher Beteiligter am Abschuss im Visier,2
User stimmen über die 44 Einreichungen des Wettbewerbs ab,0
Billigung ist Bedingung für drittes Hilfspaket,3
Wiener bekam die Kündigung vom Dorfklub Zavrc per SMS,4
Washington mahnt zur Zurückhaltung – Peking: Säbelrasseln führt ins Nichts,2
"Kerzen, Blumen und Laternen von Unbekannten herausgerissen",1
Nur ein paar Länder haben Daten,5
Genauer Grund für die harsche Strafe für Thailänderin bleibt unklar,2
EU-Parlament muss dem Vorhaben noch zustimmen,0
Ivan Origone ist damit der schnellste Mann auf Skiern,4
Warten auf schriftliches Urteil,3
Der FPÖ-Kandidat kennt das Spiel mit Emotionen,5
Premier Shinzo Abe soll laut Medien am Freitag Erklärung abgeben,2
Behandlung im Krankenhaus,2
Abstimmung über Gemeinderäte in ultrakonservativem Königreich – 900 Frauen kandidieren,2
Ein Drittel der Mitarbeiter soll wegen geringerer Parteienförderungen entlassen werden,5
Nur Sieg über Meister brächte Rossoneri doch noch nach Europa,4
"Statistiken geben Einblick in Auszahlungsmechanismen, Zahlen schwanken aber stark",0
Die Wiener Kulturpolitik bleibt personell unverändert – Migration wird wichtiger,8
EU-Ministertreffen: Doskozil und Kurz für Soldateneinsatz in Serbien und Mazedonien,1
Das Primärversorgungszentrum Donaustadt kommt vorerst nicht zustande,5
"Mit rot-weiß-rote Dachmarke und dem Motto ""Rudolf Hundstorfer 2016",6
Englische Vereine schaffen am sechsten Spieltag den Aufstieg ins Achtelfinale,4
Der Flüchtlingszustrom aus Slowenien hat signifikant abgenommen,1
"Ein Maßnahmenpaket wird erarbeitet, das für alle Autohersteller gilt",3
Schwede verlässt Paris St,4
Ein Abgeordneter aus der Partei ausgeschlossen,2
'Die Viennale zeigt Filme in der jeweiligen Originalsprache,8
Kanzler erreichte 722,6
Potente Investoren und das liebe Vieh: Ärzte sind alarmiert,3
Magazin: Chefs von Citadel und Renaissance führen Liste an,3
Sicherheitskräfte bestätigen Abzug,2
Machte den Konzern zum weltgrößten Halbleiterhersteller,0
Die mächtigste Person der Welt ist weiterhin Russlands Präsident Putin,2
Eine Entwarnung kam nach eineinhalb Stunden,1
Vizemeister präsentierte bei Medientermin vor Stadionbaustelle auch Stadionlogo,4
Maschine nach Landung in München stundenlang durchsucht,1
Externe Kamera mit Top-Werten im kompakten Gehäuse,0
Forscher führten Befragungen und Persönlichkeitstests mit rund 4,7
Genehmigung beim Obersten Gerichtshof wurde beantragt,2
'Vor allem Mütter leisten zu Hause Co-Unterricht,7
1:3-Auftaktniederlage in St,4
Mehr als 50,2
"Schauspieler war zuletzt 2003 in ""Voll Verheiratet"" zu sehen",8
15 aktuelle Smartphones wurden unter verschärften Prüfmethoden getestet,0
"Er ist stumm, aber immer verlässlich da",6
Domain wieder erreichbar – Unternehmen verweist auf IT-Probleme,5
ÖFB-Teamspieler lehnt Angebot zur Vertragsverlängerung ab,4
Weltmeisterin startete in Sun Valley gewissermaßen außer Konkurrenz,4
Krisentruppe soll auf bis zu 40,2
Nach jahrzehntelanger Ignoranz liefern Serien erste realistische Portraits von Cybersicherheit,0
"Umstrittener deutscher Ex-Politiker tritt ""Killerspiel-Debatte"" erneut los",0
Bürgerrechts-NGO: Keine Blankoscheck mehr für Geheimdienste beim Ausspähen der US-Amerikaner,0
Die Hütteldorfer werden das 0:6 gegen Valencia nicht ganz aufholen,4
Grund dafür ist ein klug versteckter Fingerabdrucksensor,0
Vormals OscART genannte Auszeichnungen wurden Dienstagabend überreicht,8
"'Justizminister Wolfgang Brandstetter: ""Wer Hass sät, wird Gefängnis ernten""",0
Wichtige Finanzquelle soll ausgetrocknet werden,2
"ÖVP-Präsidentschaftskandidat will maximal 3,5 Millionen Euro ausgeben",5
160,1
Opfer erlitt schwere Stichwunde im Nacken,2
Die österreichische Fußball-Nationalmannschaft hat eine Welle der Begeisterung entfacht,7
Adler sollen feindliche Flugobjekte aus der Luft holen,2
Roboter sollen Infrastruktur-Probleme erkennen und beheben – Millionenförderung für Projekt,0
Kurzer Teaser gibt Einblicke in die kostenlose Download-Erweiterung,0
Der FPÖ-Generalsekretär fordert eine Stellungnahme von Häupl,5
Mehr als drei Viertel gegen Stimmrecht für Nicht-Staatsbürger,2
Walter Chandoha blickt auf eine 70-jährige Karriere voll Katzenbilder zurück,0
Entwicklung vom MIT soll Wunden versorgen und Fremdkörper entfernen,0
"Menschenrechtler kämpfen gegen ""diskriminierende"" und ""menschenverachtende"" Praxis",1
Die Bezirkshauptmannschaft droht bettelnden Kindern gesetzeswidrig mit Arrest wegen Verwaltungsstrafen,1
Die Kunst der schalkhaften Polizistenanrede,8
Botschafter beschimpften einander,2
'Vor mehr als 2,8
Nutzer klagen über zahlreiche Fehler bei den neuen Geräten,0
200 Millionen Trümmerteile mit einem Gesamtgewicht von 6,7
Streckenbetreiber dementieren Medienberichte,4
Neuauflage enthält vollständige Emulation und optionalen Original-Soundtrack,0
Unausgereiftes System ignoriert Straßenverlauf und drängt auf Spur des Gegenverkehrs,0
